BALANCE,AGE,PAY_0,PAY_2,PAY_3,PAY_4,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,response
170000,40,2,-1,2,-1,193,3760,3500,7190,3760,0,7190,9000,default
90000,27,0,0,0,0,21506,18304,15783,16815,1600,2000,1600,1000,notdefault
50000,26,-1,-1,-1,-1,581,581,581,581,581,581,581,581,notdefault
110000,27,0,0,0,0,87487,90120,93661,96185,5000,5000,5000,5000,notdefault
160000,36,-1,-1,-1,-1,27204,897,1066,1760,897,1066,1760,0,notdefault
20000,43,0,0,2,-1,13361,18302,13348,512,6020,141,1048,23261,default
500000,58,-1,-1,-1,0,7285,28390,13138,6653,28730,14587,28,7114,notdefault
210000,31,-1,-1,-1,0,15332,10000,19875,57751,10000,19875,50000,15456,notdefault
100000,32,0,0,0,0,54933,56151,56677,58237,2700,2055,2500,2500,notdefault
80000,45,0,0,0,0,77995,79552,81392,80966,2855,3130,3107,2847,notdefault
110000,41,0,0,0,0,100143,98338,92457,79496,4000,4000,3530,4000,notdefault
150000,33,-2,-2,-2,-2,-3,-3,-3,-3,0,0,0,0,notdefault
220000,35,0,0,0,0,34819,30937,30348,23459,2006,2022,1002,1007,notdefault
180000,46,0,0,0,0,160580,171644,184650,0,13714,16500,0,0,default
80000,35,-1,-1,-2,-2,1000,0,0,0,0,0,0,490,default
360000,49,-1,-1,-1,-1,801,908,1081,1538,913,1081,1538,0,notdefault
150000,32,-1,0,0,0,3000,187000,193500,196000,184000,6500,4000,4000,notdefault
50000,37,-1,2,0,0,2564,2378,4167,5438,0,2000,1500,1000,notdefault
310000,45,-1,-1,-1,-1,124793,1210,31635,1788,1217,31967,1796,1936,notdefault
170000,51,0,0,0,0,55396,56493,55594,50417,8000,6000,1709,1645,notdefault
60000,24,0,0,0,0,47757,26340,16532,15782,1468,2000,0,2000,notdefault
60000,40,0,0,0,0,35602,35911,36246,29831,1654,1762,1044,1065,notdefault
300000,25,1,-1,-1,-1,0,9048,4040,0,9048,4040,0,1092,notdefault
120000,40,0,0,0,0,123270,122736,123394,123123,6000,6500,6500,5000,notdefault
60000,45,0,0,0,0,25513,13941,13265,13645,1300,1600,1300,1500,notdefault
150000,28,-1,2,2,-2,1111,820,-311,-602,0,0,0,0,default
300000,52,-1,-1,0,-1,583,111383,111665,14325,111665,3000,14325,0,notdefault
200000,39,0,0,0,0,126082,127734,125205,113304,6216,4371,4037,6613,notdefault
110000,46,0,0,0,0,45846,47104,48325,0,2000,2000,2000,0,notdefault
20000,46,-1,-1,-1,-1,390,0,780,0,0,780,0,0,default
160000,44,-1,-1,-2,-2,1224,0,0,0,0,0,0,0,default
120000,43,0,0,0,0,33131,33121,32222,32877,2000,1500,1000,1000,notdefault
100000,35,2,0,0,0,92590,93354,69674,71097,3251,2600,2582,3000,notdefault
180000,26,-2,-2,-2,-2,52666,181987,181255,174825,272817,7017,8201,8246,notdefault
50000,35,1,2,0,0,51350,50214,50035,50495,0,2160,2000,4300,notdefault
110000,23,0,0,0,0,106963,101958,85914,73638,5023,3900,2600,5000,notdefault
10000,38,0,0,0,-1,3213,2797,0,1660,1000,0,1660,0,notdefault
240000,41,0,0,0,0,24171,26474,28480,30247,3759,3500,3000,982,notdefault
360000,28,-1,-1,-1,-1,220,2755,1380,0,2755,1380,0,1999,notdefault
20000,46,1,2,2,2,10935,11456,13169,13656,1000,1900,1000,1000,default
50000,56,0,0,0,0,24729,20285,26026,12059,1338,1011,482,228,notdefault
190000,43,1,2,0,0,189697,185105,184180,156969,0,9021,6000,5489,default
170000,34,-1,-1,-2,-2,2435,0,0,0,0,0,0,0,notdefault
160000,29,-1,0,-1,0,3462,4673,12741,10023,4000,12841,1000,1000,notdefault
290000,36,0,0,0,-2,49885,51400,0,0,2400,0,0,0,notdefault
360000,65,1,-2,-2,-2,0,0,0,0,0,0,0,0,default
60000,50,2,0,0,0,60199,60742,60841,58902,2800,2600,2107,1000,default
100000,49,1,-2,-2,-2,0,0,0,0,0,0,0,0,notdefault
50000,24,-2,-2,-2,-2,894,1020,0,0,1020,0,0,0,notdefault
50000,48,0,0,0,0,47937,33816,60320,36249,2000,2000,3293,0,notdefault
60000,41,-1,-1,-1,-1,866,29123,26766,-1644,29687,30000,0,20009,notdefault
50000,38,0,0,0,0,27148,27619,20997,21018,1655,1323,734,1058,notdefault
50000,51,0,0,0,0,43273,44652,46331,47896,2800,2795,2750,1130,notdefault
200000,42,0,0,0,0,1554,1645,1408,1800,1345,1108,669,0,notdefault
150000,37,0,0,0,-1,49112,48450,19790,50123,1510,1850,101123,1650,notdefault
30000,53,-2,-2,-2,-2,1780,0,0,0,24437,0,0,0,default
50000,53,0,0,2,2,12291,14295,9714,9047,3300,1000,0,1000,notdefault
10000,22,0,0,0,2,6579,7611,8926,8634,1300,1602,0,948,default
270000,37,-2,-2,-2,-2,7842,6380,16098,1350,6380,16098,1350,558,notdefault
50000,23,0,0,0,0,47598,40714,38124,19893,2559,1969,684,713,notdefault
280000,37,-1,-1,0,0,1152,49293,44707,39607,49349,3045,5028,5034,notdefault
200000,28,3,2,2,7,2443,2443,2443,2443,0,0,0,0,default
300000,52,0,0,0,0,293174,268652,285524,235773,15000,25000,8000,22000,notdefault
180000,29,-1,-1,-1,-1,18213,4390,1016,4745,4390,1016,4745,0,notdefault
70000,34,2,2,2,2,43357,44347,43357,46626,2000,0,4000,2000,default
260000,35,-1,-1,-1,-1,213,213,203,2571,214,204,2582,1,notdefault
240000,32,1,-2,-1,-1,0,0,493,-5,0,493,0,579,notdefault
20000,56,1,2,2,2,17819,18239,19094,12393,1000,1500,0,1000,notdefault
180000,30,2,2,2,2,14038,16980,16915,17532,3500,500,1200,1500,default
100000,36,0,0,2,0,101972,115335,112016,112906,16608,0,4233,9200,default
150000,28,0,0,0,0,134218,118580,95916,82867,4465,10629,3500,1833,notdefault
110000,55,0,0,0,0,106670,108727,107386,78268,6000,3300,3012,3008,notdefault
120000,32,0,0,0,0,81878,83429,77262,78783,3014,5000,5000,2726,notdefault
220000,28,0,0,0,0,215779,196299,202596,198845,8600,11000,6000,10082,notdefault
420000,39,-2,-2,-2,-2,2476,3570,11343,5216,3634,11353,5255,23001,notdefault
160000,27,0,0,0,0,31666,31865,32691,31490,3000,3000,3000,3000,notdefault
200000,35,0,0,0,0,99291,87757,82417,83877,2742,3000,2018,2743,notdefault
100000,38,0,0,0,0,40810,42653,42351,43011,2502,1200,860,0,notdefault
230000,29,0,0,0,0,113736,99346,83649,46513,4028,3000,2000,2000,notdefault
500000,52,-1,-1,-1,-1,30561,38207,18008,29158,38219,18008,29248,11484,notdefault
230000,28,-2,-2,-2,-2,-5,2148,2932,354,2153,2932,354,200,notdefault
50000,38,1,2,0,0,38811,33993,35365,15426,0,2077,2000,2000,notdefault
10000,37,-1,4,3,2,3305,2870,2440,2510,0,0,500,400,notdefault
230000,25,-2,-2,-2,-2,0,0,13499,9078,0,13499,9117,11009,notdefault
340000,29,0,0,0,0,82770,54523,30874,34939,10000,5874,5000,10000,notdefault
50000,42,0,0,0,0,50562,50906,48888,47037,2000,2009,1180,1000,notdefault
100000,31,1,2,2,0,20505,22553,21904,23531,2700,0,2000,1500,notdefault
50000,52,2,0,0,0,27548,28578,29660,30600,1478,1560,1500,0,default
20000,37,3,2,0,0,20334,18555,3455,4359,0,1096,1000,89,notdefault
30000,27,0,0,0,-2,3415,4330,0,0,1000,1000,0,0,notdefault
20000,31,0,0,0,2,4596,5675,8231,2717,1161,2717,0,4733,default
200000,36,1,-2,-2,-2,0,0,0,0,0,0,0,0,notdefault
180000,33,0,0,0,0,94001,99558,106353,113047,8000,10000,10000,4500,notdefault
80000,31,0,0,0,0,72840,74631,77329,78147,9000,5000,3000,3000,notdefault
10000,40,2,-1,-1,-2,3567,1000,0,0,5000,0,0,0,default
50000,41,0,0,0,0,50516,44187,20314,19707,2721,1750,1200,1000,notdefault
140000,25,0,0,0,0,33740,34154,21945,23581,1363,1952,2000,0,notdefault
60000,27,-1,-1,-1,-1,1386,5273,1586,5781,5273,30000,11776,0,notdefault
180000,49,-1,-1,-1,-1,26660,660,660,660,660,660,660,36906,notdefault
340000,46,-1,-1,-1,-1,9435,40670,14007,11922,40670,24330,11943,84739,notdefault
310000,26,0,0,0,0,40604,42926,44209,45472,3000,2000,2000,2000,notdefault
60000,49,1,2,0,0,28763,25470,24125,22597,0,1301,1000,600,notdefault
20000,43,1,-1,2,0,-20,780,780,1560,800,0,0,0,notdefault
20000,36,0,0,0,0,18839,19919,20042,20204,1690,1203,755,701,notdefault
220000,37,-1,-1,-1,-1,1918,4626,5602,769,4626,5602,769,5595,notdefault
190000,39,0,0,0,0,70396,65185,53691,56997,5000,2000,4200,0,default
20000,32,0,0,0,2,8217,9910,12146,11954,2000,2400,600,3000,default
10000,23,0,0,0,0,7684,8685,8557,7319,1300,1500,500,600,notdefault
120000,28,-1,-1,2,0,200,1986,1117,425,1986,0,0,0,default
110000,35,0,0,0,0,107905,101573,104079,104829,4000,5300,4000,4200,notdefault
50000,46,2,0,0,2,25706,25040,25376,23845,1434,2456,784,0,default
390000,41,-1,0,0,-1,7445,14439,7391,948,10038,1036,952,4601,notdefault
70000,29,0,0,0,0,53700,53938,47852,48538,2200,8808,2200,2000,notdefault
20000,22,0,0,2,0,8134,9992,10526,11049,2000,1000,1000,1000,notdefault
180000,29,-2,-2,-2,-2,4358,3160,2611,8710,3169,2618,8736,5142,notdefault
130000,51,0,0,0,0,124108,126571,130870,132213,4530,6338,5530,1877,notdefault
50000,33,1,2,0,0,51210,47140,48478,48173,0,3518,3000,2352,notdefault
230000,48,-1,-1,0,0,500,14883,33151,0,14883,20757,0,0,notdefault
400000,40,-1,-1,-1,-1,6376,4925,4382,1240,5949,4403,1250,168459,notdefault
500000,27,0,0,0,0,73798,74781,75559,76426,4794,5560,2426,3521,notdefault
140000,32,0,0,2,2,32678,37303,37114,38687,5400,600,2400,3500,notdefault
240000,45,0,0,0,0,237868,242260,101542,30284,8932,4707,1862,140061,notdefault
50000,25,0,0,0,0,16762,19126,13918,8239,4029,4031,3000,6376,notdefault
200000,26,-1,0,0,0,32938,25985,19496,16104,3000,1241,5000,16831,notdefault
280000,35,0,-1,-1,-1,10089,38936,7444,4858,40000,8069,5005,2400,notdefault
410000,34,-2,-2,-2,-2,2347,4234,23591,224,4252,23785,225,194,notdefault
50000,34,0,0,0,0,45504,46223,12761,7477,2000,2043,1000,1000,notdefault
130000,53,0,0,0,0,100184,99001,88214,90167,4700,3200,3403,3300,notdefault
150000,24,0,0,0,0,66731,64787,38948,24707,3000,3125,2065,307,notdefault
210000,51,-1,-1,-2,-2,1900,0,0,0,0,0,0,0,notdefault
180000,36,0,0,0,0,141489,84237,82508,81808,4000,3000,4000,9000,notdefault
120000,52,0,0,0,0,117029,118439,118437,116456,5800,4500,4120,4388,notdefault
160000,33,-1,2,2,-2,7845,2956,3161,600,0,3161,0,65000,default
100000,36,-1,0,-1,-1,5788,5802,14562,6930,1600,14562,6969,5958,notdefault
200000,37,-1,2,-1,-1,446,123,123,200,0,123,200,123,default
100000,28,-1,-1,-1,-1,316,316,316,316,316,316,316,2588,default
130000,45,-1,2,-1,-1,1980,990,990,990,0,990,990,990,notdefault
50000,49,0,0,0,0,48135,15317,12579,29035,1314,1506,19300,1000,default
90000,27,0,0,2,0,49271,51425,47756,45977,3011,1207,1619,1576,notdefault
30000,59,1,2,2,2,28084,29299,28741,30467,1950,200,2492,0,default
50000,53,1,-2,-2,-2,0,0,0,0,0,0,0,0,default
300000,37,0,0,0,0,67943,69969,71387,72340,3121,3175,2736,2829,notdefault
50000,26,-1,-1,-1,-1,750,0,3116,302,0,3116,302,0,notdefault
190000,29,0,0,0,0,188463,179419,165858,159374,6536,6031,20036,5732,notdefault
140000,37,-1,-1,-1,-1,326,326,326,1516,326,326,1516,326,default
150000,38,-1,-1,-1,-1,476,476,476,476,476,476,476,1102,notdefault
110000,25,0,0,0,0,103135,99731,101945,82873,4800,5000,4000,3000,notdefault
50000,23,0,0,0,0,34376,35300,32106,32994,1806,1612,1500,652,notdefault
110000,46,0,-1,-1,-1,2359,2410,2151,2161,2410,2151,2161,1719,default
50000,23,0,0,0,2,16370,15373,12065,10199,1524,2588,0,284,default
180000,40,-1,-1,-2,-1,1903,0,0,3155,0,0,3155,1173,notdefault
50000,24,1,2,0,0,48861,48082,48614,26667,2000,2233,1083,1100,default
50000,34,2,2,2,2,43664,44654,45650,46320,2000,2000,1700,0,notdefault
50000,32,-2,-2,-2,-2,0,0,0,0,0,0,0,0,notdefault
260000,39,3,2,0,0,235799,124838,116164,106976,13,4276,3716,3600,notdefault
200000,34,-1,-1,-1,-1,3692,-16,1886,4700,0,1902,4723,0,notdefault
200000,28,0,0,0,0,184602,187145,190983,188714,7000,7000,9000,10700,notdefault
260000,49,1,-2,-2,-1,0,0,0,1180,0,0,1180,0,notdefault
240000,36,1,-1,-1,-1,-608,1966,4421,8521,5000,5000,10112,0,notdefault
150000,31,-1,0,0,0,23427,25252,19004,15206,5554,5070,5076,1457,notdefault
310000,37,-2,-2,-2,-2,1619,1443,1443,1443,1443,1443,1443,1443,notdefault
150000,32,1,-2,-2,-2,0,0,0,0,0,0,0,0,default
60000,28,0,0,0,0,55731,57239,57183,24564,3000,1800,1000,1100,notdefault
320000,36,-1,2,0,0,7868,6728,13355,16876,0,8000,5000,5000,notdefault
360000,40,-1,-1,-1,-1,4343,725,4268,2085,725,4268,2085,13448,notdefault
50000,22,0,0,0,0,28544,28681,23306,16282,1450,1400,1300,400,notdefault
20000,36,0,0,0,0,16320,18044,19003,19224,2000,1283,1003,1000,notdefault
260000,42,-2,-2,-2,-2,6000,4856,4328,15711,4570,4353,17767,23209,notdefault
60000,25,1,2,2,0,61514,61748,58583,28301,1800,0,600,1000,notdefault
240000,35,0,0,0,0,227457,232729,223431,226361,9000,10000,8000,9000,notdefault
240000,33,0,0,0,2,64853,67948,197032,169878,8000,157500,0,5759,notdefault
200000,34,0,0,0,0,73494,82253,179964,-36,10000,100000,0,5690,notdefault
50000,28,-2,-2,-2,-2,2862,20499,9555,4807,20637,9588,4821,14472,notdefault
80000,44,0,0,0,0,22771,17047,11885,8254,1239,1435,1350,5144,notdefault
30000,22,0,0,0,0,28579,26683,25591,16337,2006,2041,2001,4004,notdefault
20000,30,0,0,0,0,16754,17763,18854,19972,1291,2382,1500,605,notdefault
120000,30,0,0,0,0,115583,114915,117220,119599,4178,4223,4296,4800,notdefault
20000,46,0,0,3,2,8168,12309,11834,11180,4600,0,0,0,default
170000,41,0,0,0,0,118379,120087,121958,123629,4294,4428,4326,4154,notdefault
60000,36,1,-2,-2,-2,0,0,0,0,0,0,0,0,default
20000,22,0,0,2,0,10003,13329,11613,10750,4211,0,237,242,notdefault
50000,44,1,2,0,0,15323,14780,15889,16650,0,1354,1115,2000,default
260000,37,-1,-1,-1,-1,3000,150,-850,300,150,0,1000,0,notdefault
260000,53,-2,-2,-2,-2,3304,7378,3641,4726,7378,3696,4726,2966,notdefault
380000,39,-1,-1,-2,-1,6347,0,0,46350,0,0,46350,0,default
50000,40,0,0,0,0,117191,48729,49929,-596,2325,2525,283,29334,notdefault
50000,36,0,0,0,0,44917,46230,49319,50401,2061,4150,2232,750,notdefault
70000,36,0,0,0,0,66888,69306,24348,24744,4000,1704,1100,1000,notdefault
120000,24,0,0,0,0,69725,66918,65838,61527,3008,2319,2151,2200,notdefault
50000,24,-1,0,-1,2,18625,19956,5177,2071,2071,5191,6,0,notdefault
310000,29,0,0,0,0,182202,162547,140911,111881,5118,3758,3901,2206,notdefault
130000,28,2,2,0,0,135805,125973,95602,91328,75,3369,3423,3400,notdefault
230000,31,0,0,0,0,81734,82238,80623,90997,3687,4539,2220,3214,notdefault
200000,26,0,0,0,0,26179,26643,23524,23788,4022,3000,3000,4092,notdefault
50000,38,0,0,0,0,44620,49641,46396,19673,10000,2014,1000,1000,notdefault
20000,44,0,0,0,2,7661,8981,10860,12380,1457,2600,2000,0,notdefault
80000,26,0,0,0,0,80919,77264,79332,80969,3000,3700,4000,3000,notdefault
240000,29,0,0,0,0,243774,242529,242079,243114,8891,12350,15969,7968,notdefault
50000,32,0,0,0,0,46281,27311,41032,29626,1658,29000,1027,1300,notdefault
380000,45,0,0,0,0,220208,225537,230898,237118,9000,9000,10068,8768,notdefault
20000,31,-2,-2,-2,-1,668,355,0,600,355,0,600,5275,notdefault
50000,24,0,0,0,2,47608,48933,51415,48977,2118,3600,7,345,notdefault
300000,33,-2,-2,-2,-2,11613,12893,10841,11900,1513,1000,1059,0,notdefault
230000,30,0,0,0,0,246101,261430,237267,212105,38172,9000,7800,6650,notdefault
100000,24,0,0,0,0,76025,68016,63520,64825,3000,3600,3000,2500,notdefault
50000,25,0,0,0,0,33831,34763,41674,15066,2000,10003,5001,10032,notdefault
80000,57,2,2,2,2,7431,9895,9937,9629,2600,350,0,1100,default
70000,30,0,0,0,0,12196,13291,14563,14625,1300,1500,600,1200,notdefault
500000,52,-2,-2,-2,-2,144430,50001,62622,166818,50133,62646,166853,79331,notdefault
20000,26,2,3,2,0,14962,14438,13921,15276,0,0,1900,3000,notdefault
80000,32,0,0,0,0,71375,18353,94675,90470,1414,83402,4000,3058,notdefault
110000,35,0,0,0,0,114023,102850,66639,57595,4097,3360,2100,2100,default
150000,40,0,0,0,0,157548,164305,156201,149975,160812,3173,3749,0,default
210000,31,2,0,0,0,195615,199825,124788,126946,9234,5185,4900,4526,notdefault
140000,50,0,0,0,0,95310,97902,100214,102496,4000,3800,3800,7600,notdefault
150000,38,-1,-1,-1,-1,110,564,13347,13155,567,13504,13221,10663,default
330000,31,0,0,2,0,105879,108431,105594,105896,9260,0,3593,4100,notdefault
180000,48,-1,-1,-1,-1,860,102,851,0,102,851,0,346,default
380000,44,0,0,0,0,371917,355744,347667,304356,15071,13500,11000,12000,notdefault
180000,39,0,0,0,0,24068,25071,26103,27113,1706,1738,1748,1130,notdefault
280000,28,-1,-1,-1,-1,269,4160,3590,274,4166,3607,275,5275,notdefault
210000,35,2,2,2,0,61189,62721,61115,62334,3100,0,2235,4870,default
200000,42,1,-1,-1,-1,-105,5237,2297,-3903,10000,2509,0,24000,notdefault
300000,44,0,0,0,0,21507,18505,17036,12863,1379,1008,270,206,notdefault
300000,39,-1,-1,-2,-2,2019,-1,-1,-1,1,0,0,0,default
340000,34,-2,-2,-2,-2,0,2630,0,0,2630,0,0,0,notdefault
600000,38,1,2,0,0,485861,462675,464983,416550,33,15287,14069,15013,notdefault
100000,45,2,2,2,2,65781,60114,59478,54336,0,4817,6,1700,default
50000,23,0,0,0,-2,13352,14111,0,0,1066,0,0,0,notdefault
150000,34,2,3,2,0,32355,31549,30759,32764,0,0,2535,5000,default
20000,49,0,0,2,0,8503,11352,10198,10400,3008,0,600,1150,notdefault
190000,45,0,0,0,0,82764,63105,55282,50864,5000,2600,2000,3000,notdefault
190000,28,0,0,2,0,7188,9521,9224,10262,2459,0,1200,3000,notdefault
80000,34,0,0,0,-2,11460,16000,0,0,5000,0,0,0,notdefault
20000,47,1,2,-1,-1,3133,1473,390,390,0,390,390,390,notdefault
20000,22,0,0,0,0,13447,10232,7842,9262,2200,2000,2200,1200,notdefault
30000,33,1,-2,-2,-2,0,0,0,0,0,0,0,0,default
160000,29,-1,-1,-1,-1,498,680,0,362,682,0,362,9102,notdefault
20000,23,1,-2,-2,-2,0,0,0,0,0,0,0,0,notdefault
210000,43,0,0,0,0,209781,180962,181870,159975,6500,6601,5085,4087,notdefault
90000,31,1,2,2,0,33868,34614,33776,34767,1600,0,1563,1300,default
50000,24,0,0,0,2,15519,19520,21103,20101,5000,2300,0,1000,notdefault
270000,37,0,0,0,0,174532,167536,171865,176167,6900,7900,8800,4700,default
50000,36,0,0,0,0,36809,24248,18588,18958,1601,1309,679,703,notdefault
50000,38,0,0,0,0,50312,50145,49386,19818,6000,3120,4300,1000,notdefault
80000,24,2,2,5,5,1200,1200,1200,1200,0,0,0,0,default
50000,34,2,2,2,2,28289,32783,33714,32250,5000,3000,0,5000,default
240000,34,0,0,0,0,133272,133373,138006,136195,6000,9583,6000,10000,notdefault
120000,29,1,-2,-2,-2,0,0,0,0,0,0,0,0,notdefault
110000,24,0,0,0,0,105927,65575,66495,67415,2375,2395,2397,2583,notdefault
60000,38,0,0,0,0,13138,22389,16586,5516,20000,5000,3000,16000,default
30000,29,1,2,0,0,16493,15545,16557,16857,0,1275,575,1539,default
120000,30,0,0,0,0,116887,117419,116281,117392,4615,7175,4529,4625,notdefault
180000,33,-1,-1,-1,-1,478,478,2272,3970,478,2272,3970,420,notdefault
270000,33,-2,-2,-2,-2,0,0,1205,0,0,1205,0,0,notdefault
310000,39,0,0,0,0,7246,6713,9507,8894,1155,4507,1000,283,notdefault
300000,29,-2,-2,-2,-2,2163,345,2541,730,345,2541,730,1350,notdefault
180000,31,-2,-2,-2,-2,2930,3300,2860,4216,3300,2860,4216,2609,notdefault
160000,34,2,2,2,0,77290,72681,66526,66893,4500,2500,3000,3000,notdefault
50000,43,2,2,7,7,2400,2400,2400,2400,0,0,0,0,default
150000,24,1,-2,-1,-1,0,0,3230,1085,0,3230,1085,10000,notdefault
50000,54,0,0,0,0,72374,81665,67450,0,15000,2650,0,0,notdefault
30000,30,-1,0,0,0,27826,28672,29622,30271,1600,1500,1000,1000,notdefault
250000,34,-1,-1,-1,-1,6461,8117,2200,3772,8117,2200,3772,8650,notdefault
180000,29,-1,0,0,0,36567,26613,26941,27705,1682,1400,1554,0,notdefault
80000,27,2,0,0,0,63711,64961,66334,70312,2907,3014,5700,0,default
50000,38,-1,-1,-1,-1,9536,0,1261,1261,7014,1261,1261,2522,notdefault
260000,33,0,0,0,0,151123,134736,135593,120909,4002,6067,10000,3000,default
70000,47,1,2,2,2,29386,31596,32492,33163,3000,1700,1500,0,notdefault
120000,28,-1,-1,-1,-1,4660,5929,1774,76528,6074,1774,119366,3484,notdefault
320000,41,0,0,0,0,309805,237915,235917,227714,15818,10049,10015,14939,notdefault
140000,29,0,0,2,0,177535,170477,149237,132330,14500,0,5000,8000,notdefault
260000,28,-1,-1,-1,0,711,711,5514,1989,711,5514,0,711,notdefault
150000,44,0,0,0,0,152375,122540,129558,131476,5005,10002,5018,10006,default
70000,47,0,0,0,0,67938,64248,59258,47176,2314,2060,1800,1700,notdefault
140000,23,0,0,0,0,100448,103990,104462,43810,5450,4200,1810,1765,notdefault
250000,33,0,0,0,0,28306,20367,19509,42394,10000,1504,25000,10000,notdefault
360000,35,-1,-1,-1,-1,1475,13466,17584,17354,14200,17631,17741,25203,notdefault
130000,24,0,0,0,0,35871,36873,37927,38993,1900,1950,2000,1580,notdefault
110000,32,0,0,0,0,110198,107710,83913,47369,3851,3021,1649,3513,notdefault
50000,29,2,2,2,0,7881,10415,3997,1047,3000,0,1000,0,default
150000,42,8,7,6,5,161569,159190,155821,153075,0,0,0,0,default
220000,37,0,0,0,0,81191,78538,76747,67266,3000,3000,3520,3000,notdefault
210000,36,-2,-2,-2,-2,167,0,0,0,0,0,0,0,notdefault
260000,37,0,0,0,0,182249,181433,180660,179052,6107,6501,6005,5805,notdefault
270000,26,0,0,0,0,84188,82668,74901,72785,5000,3200,3000,5000,notdefault
270000,51,-1,-1,-1,-1,19984,2099,12985,0,2099,13056,0,0,default
260000,29,1,2,0,0,263943,258331,261518,194791,0,7700,6000,6130,default
360000,28,0,0,0,0,152072,151168,153306,144485,5708,6059,5009,5021,notdefault
350000,34,0,0,0,0,38021,29493,31838,32369,3000,3000,3000,1500,notdefault
260000,44,-1,2,2,-1,1215,856,291,803,0,291,803,98,default
500000,69,-1,-1,-1,-1,1200,5652,271,1234,5652,271,1234,1015,notdefault
70000,46,2,2,2,2,24036,25035,25930,26206,1700,1600,1000,1000,default
180000,27,0,0,0,0,147310,152047,143809,112323,7503,30018,4011,3802,notdefault
100000,27,0,0,0,0,10458,9899,6618,3895,2500,1162,3000,159,notdefault
160000,37,0,0,0,0,153002,157427,158160,156314,7812,6700,5000,5049,notdefault
150000,27,0,0,0,0,56918,58368,59830,60134,3000,3000,2000,0,notdefault
50000,42,0,0,-1,0,37606,17971,10812,12237,3000,15000,2000,2000,notdefault
430000,33,-2,-2,-2,-2,1837,373,1198,0,373,1198,0,538,notdefault
30000,41,1,2,2,0,17301,18015,17437,18448,1295,0,1306,673,notdefault
30000,55,2,2,2,3,9720,10613,11339,12841,1200,1200,2000,1500,default
100000,29,0,0,0,-2,65324,11860,0,0,2106,0,0,0,notdefault
420000,42,-2,-2,-2,-2,87263,20793,34676,48823,20803,34682,48919,74481,notdefault
220000,43,0,0,0,0,223022,215787,220680,219459,7750,8397,7349,6518,notdefault
20000,26,0,0,0,0,17921,18362,19669,16479,1333,1640,1506,721,notdefault
180000,38,0,0,0,0,141510,144439,146529,151106,6700,6000,7000,6900,default
160000,26,1,2,2,2,5654,796,398,0,398,0,0,398,notdefault
450000,32,0,0,0,0,166295,147549,234421,240020,5771,90000,10517,8801,notdefault
